n_break,n_exit,vol_mult,oi_threshold,max_hold,stop_atr_mult,avg_sharpe,avg_return,avg_drawdown,avg_win_rate,total_trades,positive_ratio,tested_symbols,score
7,5,2.0,0.01,5,2.5,-0.07156680062751491,0.00010245250182658472,0.05113577888302251,0.37703982177666384,208,0.38596491228070173,57,0.5424767592442956
5,3,2.0,0.03,5,1.5,-0.07277572603471873,6.180542234393448e-05,0.04649323804966849,0.3880718209665578,210,0.42105263157894735,57,0.5421395481209429
5,3,2.0,0.03,7,2.5,-0.04817033768181152,2.6169798572110274e-05,0.057099784785424525,0.38197260828839774,206,0.40350877192982454,57,0.541736768470898
5,3,2.0,0.02,7,1.5,-0.057424024007949256,4.6519787661021137e-05,0.05955871367780029,0.3676451229082808,211,0.40350877192982454,57,0.5415510798288076
3,5,1.5,0.03,5,2.0,-0.12500686296034438,0.00013315438599750468,0.1350782951500099,0.44843314828853365,666,0.45614035087719296,57,0.5407095723621562
3,5,1.5,0.03,5,1.5,-0.15905831025659628,0.00018423850313045343,0.12767088376462654,0.4429506921481827,666,0.47368421052631576,57,0.5391586730345538
7,5,2.0,0.01,7,2.5,-0.06348526125980054,9.482634394031188e-05,0.06025417491322096,0.38423141186299076,205,0.3684210526315789,57,0.5389830036329605
7,3,2.0,0.02,5,2.5,-0.05792533721634465,5.5590078352928666e-05,0.049650916918768676,0.3690450874661401,203,0.38596491228070173,57,0.5371633836070809
7,3,2.0,0.03,7,1.5,-0.04326868047130678,2.1790707599871224e-05,0.05540665308761925,0.374732285258601,195,0.38596491228070173,57,0.5369381169619324
5,5,1.5,0.01,10,2.0,0.011886421153317284,-0.0003194098608008446,0.19310111158934104,0.40339861410107103,623,0.5614035087719298,57,0.5353604340632518
3,5,1.5,0.01,10,1.5,0.014993506585543357,-0.0003321890968198707,0.19637611814607725,0.3963807731265454,662,0.5614035087719298,57,0.5334526278983529
7,5,1.5,0.03,10,2.0,-0.094853344710946,-4.2473634441993206e-06,0.1581699776484373,0.40425378842968873,539,0.49122807017543857,57,0.531796021860262
5,5,1.5,0.03,5,2.5,-0.14937133090494503,0.00017998998825266324,0.1271590312603147,0.44892330317375134,623,0.43859649122807015,57,0.5309684162432702
7,3,1.5,0.02,10,2.0,-0.08157270477728025,-5.982703499038832e-05,0.1658815747984276,0.35450884111874825,565,0.5087719298245614,57,0.5303418479206146
5,5,1.5,0.03,5,1.5,-0.18039910133424045,0.0002057546583119408,0.12187033130081186,0.4432702817312562,623,0.47368421052631576,57,0.5303099824801187
5,5,1.5,0.03,5,2.0,-0.14246787701181646,0.00015996113863614406,0.12857856922988564,0.44892330317375134,623,0.43859649122807015,57,0.529500932338852
5,3,2.0,0.02,5,1.5,-0.08358349455853673,6.788623855057967e-05,0.04961109248413578,0.37398800030378976,215,0.40350877192982454,57,0.5290451391631946
3,5,2.0,0.02,7,2.0,-0.06003306717279828,3.429614880514564e-05,0.06682875571225759,0.38542884703875413,228,0.38596491228070173,57,0.5285302579280009
5,3,1.5,0.01,10,2.5,-0.04472287058477121,-0.00014919231816732355,0.17337452090410263,0.3637541251875369,630,0.5087719298245614,57,0.5283220627738653
7,3,2.0,0.03,5,1.5,-0.07674737316919455,4.8130084425043496e-05,0.04634989532586183,0.3829548619022303,198,0.40350877192982454,57,0.527617594281073
3,5,2.0,0.03,5,1.5,-0.0976300618082095,7.290527316168409e-05,0.050814304934595475,0.39669748322999093,228,0.42105263157894735,57,0.5272092036174346
5,5,2.0,0.01,5,1.5,-0.10135861620143688,0.000120173693257199,0.050204091442637294,0.38375104427736006,221,0.38596491228070173,57,0.5260436054233638
3,5,2.0,0.02,7,2.5,-0.06358566997692144,3.339017841664516e-05,0.06773068278661451,0.38542884703875413,228,0.38596491228070173,57,0.5255703281188198
5,5,1.2,0.03,7,2.5,-0.11821122264855978,-0.00010635574716253178,0.21159578464664064,0.45300739394092443,1129,0.5964912280701754,57,0.5225831290183212
7,5,2.0,0.01,5,1.5,-0.09283682814049399,0.00010558699796921035,0.05001028070848053,0.37703982177666384,208,0.3684210526315789,57,0.5205732883538539
7,5,2.0,0.02,7,1.5,-0.08852501315581522,0.00011647922097913498,0.056865345178808105,0.3949286094022936,200,0.3508771929824561,57,0.5203927291074734
3,5,1.2,0.03,10,1.5,0.05179272016855169,-0.0004977544062487162,0.2719184824502844,0.41154174570858987,1165,0.5964912280701754,57,0.5201834205298455
5,5,1.2,0.03,7,2.0,-0.11767102088905966,-0.00011554361958371439,0.20966317000361157,0.45300739394092443,1129,0.5964912280701754,57,0.5199434392624891
7,3,2.0,0.02,5,1.5,-0.08108085709867979,5.421088973527157e-05,0.049467752100950335,0.3690450874661401,203,0.38596491228070173,57,0.5193703505822778
7,3,1.5,0.02,10,2.5,-0.09035019220013574,-7.607589800106868e-05,0.16684637687392692,0.35450884111874825,565,0.5087719298245614,57,0.5183867393739948
3,3,1.5,0.03,5,2.0,-0.13700955005786583,9.283275855513365e-05,0.1358554763902288,0.4361207651784031,667,0.45614035087719296,57,0.5183640264007277
5,3,1.5,0.03,5,2.0,-0.15459408892863227,0.00013244591805076542,0.12839625989579193,0.43773334074539877,623,0.45614035087719296,57,0.5183234714919305
3,3,2.0,0.03,5,2.0,-0.08884952910566896,4.994994529783558e-06,0.05242231635452828,0.38031561947970616,228,0.43859649122807015,57,0.5183005086194592
3,3,2.0,0.03,5,2.5,-0.09322861825580908,9.12327392413624e-06,0.05246843671978733,0.38031561947970616,228,0.43859649122807015,57,0.5163897536904053
5,3,1.2,0.03,7,1.5,-0.0812046123707181,-0.00016632821209054246,0.19524284093429378,0.41603722497409057,1136,0.5614035087719298,57,0.5163840670221166
3,3,1.5,0.03,5,1.5,-0.172744753861073,0.00014640942821131972,0.13093498962928404,0.4315155020205083,667,0.47368421052631576,57,0.5163783649770521
3,3,1.5,0.01,10,1.5,-0.06950492854299374,-0.0001947462748205924,0.18362882875374473,0.35925012077687224,671,0.5614035087719298,57,0.5157279095049949
3,5,2.0,0.02,5,1.5,-0.10687365321671698,7.898610622834382e-05,0.05393215793963057,0.38246746373681356,233,0.40350877192982454,57,0.5152858687257825
5,3,1.5,0.03,5,1.5,-0.18962656522179944,0.00018065863786631106,0.124015843320407,0.4330549781722994,623,0.47368421052631576,57,0.5150867430909384
7,3,2.0,0.03,7,2.0,-0.06188197395481909,1.4476506470381059e-05,0.05669747216923766,0.374732285258601,195,0.3684210526315789,57,0.5135618253817973
3,3,1.5,0.03,5,2.5,-0.1461124442948435,8.940332235489489e-05,0.13621650327317514,0.4361207651784031,667,0.45614035087719296,57,0.5104126278251114
5,3,2.0,0.02,7,2.0,-0.0779085937396191,3.92073672205349e-05,0.06052650182790494,0.3676451229082808,211,0.3684210526315789,57,0.5097568468383689
5,3,1.2,0.03,7,2.5,-0.08699295413438145,-0.00015557934453297174,0.20042948597619134,0.42019508694929,1135,0.543859649122807,57,0.5085942235505188
7,3,2.0,0.03,7,2.5,-0.06776945371670433,1.121409552452004e-05,0.05709125944127927,0.374732285258601,195,0.3684210526315789,57,0.508073082898002
7,3,1.5,0.01,10,2.0,-0.08984295470499531,-0.00013094983180083301,0.16771131416096893,0.3504817972147286,586,0.5263157894736842,57,0.507603196780901
7,3,2.0,0.02,7,1.5,-0.07755576617078579,3.1565404022563364e-05,0.05954833724741659,0.3605092276144908,200,0.3684210526315789,57,0.5074890647517182
5,3,1.5,0.03,10,1.5,-0.14546143368106398,3.439252753217613e-05,0.15727208560137934,0.35766878670409286,588,0.49122807017543857,57,0.5067089243554539
5,3,1.2,0.01,7,1.5,-0.050599538061982564,-0.0002914121614457902,0.21674403438998502,0.4172312501365802,1255,0.5789473684210527,57,0.5048721802845838
3,3,2.0,0.02,5,2.0,-0.10039700765059022,1.1077484161121931e-05,0.05529524950429634,0.3660855999865288,233,0.42105263157894735,57,0.5046528478336
3,5,2.0,0.01,5,2.0,-0.12308141005612744,6.14063361788724e-05,0.05599838807182581,0.370196664933507,239,0.42105263157894735,57,0.5043444517897053
5,3,2.0,0.02,7,2.5,-0.08399612774134452,3.5946514590760504e-05,0.060920651907280556,0.3676451229082808,211,0.3684210526315789,57,0.5041188440022532
3,3,1.2,0.02,10,2.5,0.0010566186726459481,-0.00041142570420043043,0.2530682053996479,0.38881268239038597,1249,0.5789473684210527,57,0.5037832072393662
3,3,1.2,0.01,10,2.5,-0.00604838856686612,-0.0004187724769723709,0.2570218718143681,0.38822582315684295,1321,0.5964912280701754,57,0.5030472381082687
3,3,2.0,0.02,5,2.5,-0.10477609680073036,1.5205763555474613e-05,0.055341369869555394,0.3660855999865288,233,0.42105263157894735,57,0.502742092904546
5,3,1.5,0.03,5,2.5,-0.1646068928039727,0.00012901750308696636,0.12875725279327715,0.43773334074539877,623,0.43859649122807015,57,0.5026736360570503
5,3,2.0,0.01,5,2.0,-0.10480112427569499,5.5293475518950415e-05,0.05100900280279104,0.35843776106934,221,0.38596491228070173,57,0.5019701381192305
7,3,2.0,0.01,5,2.0,-0.09055345334869457,4.236589902744589e-05,0.05079088318802471,0.3540378724589251,208,0.3684210526315789,57,0.5013363759864747
3,5,2.0,0.01,5,2.5,-0.129839032441219,6.641297637612856e-05,0.056161049631753744,0.370196664933507,239,0.42105263157894735,57,0.5009439547704737
5,5,2.0,0.01,7,1.5,-0.11592308183328105,0.00011891462396465357,0.058116988125890605,0.386605402394876,217,0.3508771929824561,57,0.5006872351022812
5,3,2.0,0.01,7,1.5,-0.09904856083800191,3.713843586261957e-05,0.060579345435082754,0.35339738234475077,217,0.38596491228070173,57,0.5002618364589555
5,3,1.2,0.01,7,2.5,-0.04704535138814819,-0.00031346961111605525,0.22342750997374602,0.4208316633329226,1254,0.5789473684210527,57,0.5002250499684616
7,3,1.2,0.03,7,2.5,-0.11543544494217148,-9.68699521704381e-05,0.20042938259599652,0.4101798687405994,1034,0.5263157894736842,57,0.4997339593785157
3,5,2.0,0.03,7,1.5,-0.09860043565486111,3.381044200715587e-05,0.061233407943546606,0.3969298216976236,223,0.38596491228070173,57,0.4994947071871795
5,3,2.0,0.01,5,2.5,-0.1121369182723535,5.942113079909452e-05,0.051055087002265555,0.35843776106934,221,0.38596491228070173,57,0.49784554994854446
7,5,1.5,0.02,10,2.5,-0.07999912657148148,-0.00012024930773356596,0.17890451178910743,0.4006221561949116,558,0.47368421052631576,57,0.49746574494284035
3,3,1.2,0.02,10,2.0,-0.00794663518350846,-0.00041487304558822423,0.252909412471768,0.38800606815364463,1250,0.5789473684210527,57,0.49590047509571805
7,3,1.5,0.01,10,2.5,-0.09859576847585783,-0.00014720139539034505,0.16867611891181367,0.3504817972147286,586,0.5263157894736842,57,0.4956656661532547
3,3,1.2,0.01,10,2.0,-0.01512396758058377,-0.0004222180344477808,0.25690865517429745,0.38743351981785035,1322,0.5964912280701754,57,0.4951109485954195
5,3,1.2,0.03,7,2.0,-0.09586389671635258,-0.00015580193727824157,0.20002814974447633,0.42019508694929,1135,0.5263157894736842,57,0.4948614308893252
5,3,1.5,0.02,10,1.5,-0.11414141770544754,-9.643275545171329e-05,0.17455775861488948,0.3568628030420721,608,0.5087719298245614,57,0.4938300802496114
7,3,1.2,0.03,7,2.0,-0.12401880969500075,-9.709414405615884e-05,0.20002799093098436,0.4101798687405994,1034,0.5263157894736842,57,0.4932334845841869
3,5,1.2,0.03,7,2.5,-0.07462595727280816,-0.0002513174917276729,0.21773117910859738,0.4536970253661647,1242,0.5614035087719298,57,0.49315070715588205
3,5,1.5,0.03,7,2.5,-0.1030765687619057,-6.316857735225837e-05,0.1452619990290594,0.41887820483429083,639,0.45614035087719296,57,0.4920825779103154
3,5,1.5,0.02,5,1.5,-0.16152052364873945,2.5739712645946905e-05,0.14345300632549127,0.44232897381015357,691,0.49122807017543857,57,0.491818948470199
3,3,2.0,0.03,7,1.5,-0.0781741031758788,-5.9697280021176746e-05,0.06458076479192408,0.3694026704862618,223,0.40350877192982454,57,0.4908240410341398
5,5,1.5,0.03,10,1.5,-0.08443755864455492,-0.00011127652941146995,0.17015908113631065,0.3883288958774609,583,0.45614035087719296,57,0.49009809784789854
7,3,2.0,0.01,5,2.5,-0.09820026385262141,4.6493077488435675e-05,0.05083701697531413,0.3540378724589251,208,0.3508771929824561,57,0.4899612340665866
7,5,1.2,0.03,7,1.5,-0.11601523127340035,-0.00016896980699721673,0.2121175577996757,0.43507132276006805,1030,0.5614035087719298,57,0.48944683104039377
5,3,1.2,0.02,7,1.5,-0.05626311141959129,-0.00030527591196483403,0.21055255932266254,0.4173362012289319,1194,0.5614035087719298,57,0.489021089824795
3,3,2.0,0.03,5,1.5,-0.11982774076813094,7.666054785463635e-06,0.05203504164176921,0.38031561947970616,228,0.42105263157894735,57,0.48897516651096895
7,5,2.0,0.01,7,1.5,-0.11930183258663063,0.00010626911970094262,0.05781142671407305,0.38130743525480365,205,0.3333333333333333,57,0.48695037579840894
3,5,1.5,0.03,7,2.0,-0.10868376455010598,-6.733981255611719e-05,0.14617938270281586,0.41887820483429083,639,0.45614035087719296,57,0.48650256662104563
3,5,2.0,0.01,7,2.0,-0.10166454691200907,2.2344641007029413e-05,0.06798180383327337,0.373738152685521,234,0.3684210526315789,57,0.48638427182635746
3,5,1.2,0.02,10,1.5,0.049115455032978476,-0.0005993470558645023,0.28760702195137117,0.4148551722030721,1226,0.5964912280701754,57,0.484519303595897
3,5,1.2,0.01,10,1.5,0.05169676066956433,-0.0006057923284557371,0.2869568335552731,0.4126040877684088,1297,0.5964912280701754,57,0.4843164268019464
3,5,2.0,0.01,7,2.5,-0.10505759485097377,2.143859989027804e-05,0.0688837307491436,0.373738152685521,234,0.3684210526315789,57,0.4835437741563726
3,5,1.2,0.03,7,2.0,-0.06599222870586753,-0.0002590760699484208,0.2177876914842379,0.45428182068780204,1242,0.5263157894736842,57,0.4830089472831932
3,5,1.5,0.02,5,2.5,-0.13564445669656333,-4.779995643847644e-05,0.15234721402590481,0.447226634628867,691,0.47368421052631576,57,0.4798091232220998
5,5,1.5,0.02,5,1.5,-0.1871596335232881,4.7331634208278936e-05,0.13963492008299455,0.44133883006051816,646,0.49122807017543857,57,0.479777294552722
5,3,1.2,0.01,7,2.0,-0.05592248085020593,-0.00031369249615899943,0.22302617868710867,0.4208316633329226,1254,0.543859649122807,57,0.47946998460868556
3,5,1.2,0.03,7,1.5,-0.010271122795754432,-0.0004196132002792374,0.22963305406450948,0.44850034933384686,1244,0.543859649122807,57,0.47855458025096137
7,3,1.2,0.03,7,1.5,-0.14518673446077576,-9.425233464760874e-05,0.19390061147976662,0.4065387099910815,1035,0.5263157894736842,57,0.47832702682134354
5,5,1.2,0.03,7,1.5,-0.11501955041388887,-0.00022639591308967085,0.21542076644250796,0.4472001092636707,1130,0.5789473684210527,57,0.478183389990147
7,3,2.0,0.02,7,2.0,-0.09634092475771683,2.4252160750896546e-05,0.06051619111585351,0.3605092276144908,200,0.3333333333333333,57,0.4769668746647311
7,3,2.0,0.01,7,1.5,-0.10564390239163213,2.2931383566065145e-05,0.060494255775603786,0.3468880534670008,205,0.3508771929824561,57,0.47658186288495974
3,3,2.0,0.02,5,1.5,-0.12975581261644933,1.374689554797472e-05,0.05515289387770469,0.3660855999865288,233,0.40350877192982454,57,0.47653937719705886
3,5,1.5,0.02,5,2.0,-0.13139498164883795,-6.884850452799134e-05,0.15380002674596124,0.447226634628867,691,0.47368421052631576,57,0.4760168110825024
7,5,1.2,0.02,7,2.5,-0.11296802148106562,-0.0002198317023184617,0.2281411662849016,0.4392882531747974,1076,0.5614035087719298,57,0.47487664119507145
7,5,1.5,0.02,10,2.0,-0.07296234666421979,-0.00018644857493367578,0.1817367343206019,0.4020841444990052,558,0.45614035087719296,57,0.4737833417095209
3,3,2.0,0.03,7,2.0,-0.09850778625107778,-6.726456134381347e-05,0.06587677595442125,0.3694026704862618,223,0.40350877192982454,57,0.47309342104977303
5,5,1.2,0.01,7,2.5,-0.09157137885960616,-0.0002735879726705338,0.2358511779918339,0.4507300510325189,1249,0.5614035087719298,57,0.47308534387076795
7,3,2.0,0.01,5,1.5,-0.12137707508621642,4.511389129340276e-05,0.050653851915315795,0.3540378724589251,208,0.3508771929824561,57,0.4721522614307226
5,3,2.0,0.01,5,1.5,-0.13706802941731183,5.8041939210893807e-05,0.050871905623147196,0.35843776106934,221,0.3684210526315789,57,0.47170562200775057
3,3,1.2,0.03,10,1.5,-0.008232486290954714,-0.0004453863508227666,0.24549646076043447,0.37249354370784,1191,0.543859649122807,57,0.4715417005680452
7,3,2.0,0.02,7,2.5,-0.10275360590677624,2.099083712028596e-05,0.060910390199020524,0.3605092276144908,200,0.3333333333333333,57,0.47108528453595644
5,3,1.5,0.01,10,1.5,-0.11402736497894314,-0.00016585937952563032,0.17613051625757403,0.3521795732390237,630,0.5087719298245614,57,0.4709130232417856
3,3,2.0,0.03,7,2.5,-0.10039732716332436,-7.019313128404341e-05,0.06627058804371978,0.3694026704862618,223,0.40350877192982454,57,0.4707084646207147
7,5,1.2,0.02,7,2.0,-0.12108966472942001,-0.00023532114334092358,0.2276296793416385,0.4392882531747974,1076,0.5789473684210527,57,0.47068170595294134
7,5,1.5,0.01,10,2.5,-0.09447964850099924,-0.00017007695883843797,0.1809330175534746,0.39685727129918097,579,0.47368421052631576,57,0.4701155549538712
3,5,2.0,0.01,5,1.5,-0.15356385094712088,6.914569044064613e-05,0.05508351553594507,0.370196664933507,239,0.38596491228070173,57,0.47005196800283755
3,5,2.0,0.02,7,1.5,-0.13275845621977264,4.3234282900476875e-05,0.06537682777976571,0.382504870430567,228,0.3684210526315789,57,0.4700260379517941
5,5,1.5,0.02,5,2.5,-0.15306232896540145,-2.0874015805596897e-05,0.14835610472226074,0.4464070561813758,646,0.45614035087719296,57,0.4686722719938089
5,5,1.5,0.03,7,2.5,-0.11706420484518669,-1.8115737717426364e-05,0.13827378107485766,0.4148140039129121,601,0.38596491228070173,57,0.4684670537146524
5,3,2.0,0.01,7,2.0,-0.11953387413752202,2.982601559808492e-05,0.0615471335676001,0.35339738234475077,217,0.3508771929824561,57,0.4684670468322651
3,3,1.5,0.02,5,1.5,-0.17623255424564196,-1.350881114619628e-05,0.14420905247836766,0.43125068082730206,692,0.49122807017543857,57,0.46780051156194
5,3,1.2,0.02,7,2.5,-0.07268495024969147,-0.0003369607081109811,0.21925193306918506,0.4212592315047687,1193,0.5614035087719298,57,0.4662285693872127
5,5,1.5,0.02,5,2.0,-0.14923542036871734,-4.1921194349985955e-05,0.149775641548102,0.4464070561813758,646,0.45614035087719296,57,0.4645640464651345
5,3,2.0,0.01,7,2.5,-0.1256290778598985,2.6565164702822507e-05,0.061941283473615195,0.35339738234475077,217,0.3508771929824561,57,0.46282330240261904
5,5,1.5,0.02,10,1.5,-0.06181543561370416,-0.00024481577037421354,0.1884162696873759,0.38871414301193397,603,0.45614035087719296,57,0.4627905801856629
5,5,1.5,0.03,7,2.0,-0.12315362699875058,-2.2004003179095054e-05,0.13907033147712364,0.4148140039129121,601,0.38596491228070173,57,0.4626197626840268
7,3,1.5,0.03,10,1.5,-0.19537904397691494,3.249271657937668e-05,0.1519043937679678,0.3417173425341096,546,0.47368421052631576,57,0.4616896067872053
3,3,2.0,0.02,7,1.5,-0.11259783956596,-4.99225963786831e-05,0.06872418417010025,0.35497771921920523,228,0.38596491228070173,57,0.46127267691932883
5,5,1.2,0.01,7,2.0,-0.09331573888914424,-0.0002855129986735148,0.23449681602260197,0.4507300510325189,1249,0.543859649122807,57,0.4608108296205318
3,3,2.0,0.01,5,2.0,-0.14594886176671984,1.2370884713157266e-06,0.05644660712291722,0.3538148011832222,239,0.40350877192982454,57,0.4602712091266864
5,3,1.5,0.02,5,1.5,-0.19225043836932193,2.102624557933319e-05,0.1391188882738107,0.4315593641176173,646,0.47368421052631576,57,0.46023285797853714
7,5,1.5,0.03,5,2.5,-0.20808968384395665,0.00011893314653459664,0.12998696950892136,0.42678279367250754,578,0.42105263157894735,57,0.4597602347941556
3,3,2.0,0.01,5,2.5,-0.15031636623098066,5.3653656658151495e-06,0.05649272770805353,0.3538148011832222,239,0.40350877192982454,57,0.45836912669404717
3,5,1.5,0.01,5,1.5,-0.16746163014096663,-4.54797346347758e-05,0.1455217373011049,0.4377153155927306,719,0.47368421052631576,57,0.4567569709931723
7,3,1.2,0.01,7,2.5,-0.12066850310081569,-0.0002384773306566309,0.22257193619111218,0.4107636656197121,1136,0.543859649122807,57,0.45591622486637184
3,3,1.5,0.02,5,2.0,-0.14293059145192955,-0.00010379204814957807,0.152006199826609,0.4352711486635593,692,0.47368421052631576,57,0.4558028247003969
5,3,1.2,0.02,7,2.0,-0.08001678704629142,-0.0003326339115181972,0.21839659229463054,0.4212592315047687,1193,0.543859649122807,57,0.45515537958261815
7,5,1.5,0.03,5,2.0,-0.205149666255224,9.665941746340132e-05,0.13156088876904093,0.42678279367250754,578,0.42105263157894735,57,0.45458163048319944
3,3,1.2,0.01,7,1.5,-0.023666321381228185,-0.00044851109029349264,0.2389257216982392,0.41815051055360614,1400,0.5263157894736842,57,0.4519338600831822
7,5,1.5,0.03,5,1.5,-0.23934133740272076,0.0001427630321859691,0.12507009823473106,0.4200153093508437,578,0.43859649122807015,57,0.4512756070566982
7,5,1.5,0.01,10,2.0,-0.07812399112587101,-0.0002642651072442983,0.18403541657704256,0.3983192596032746,579,0.47368421052631576,57,0.45115427194103463
5,3,1.5,0.02,5,2.0,-0.15884742250504227,-6.384900419638008e-05,0.14686884822809704,0.43565293136907923,646,0.45614035087719296,57,0.45010260320084194
5,5,1.2,0.02,7,2.5,-0.12250457890978655,-0.00029550313325069224,0.2310514168905268,0.4518711469662875,1188,0.5789473684210527,57,0.4496828760990574
3,3,1.2,0.03,7,1.5,-0.07531596263875491,-0.00036044550853902836,0.2209066173218566,0.4121759345437966,1254,0.543859649122807,57,0.4494602487626417
3,3,1.5,0.02,5,2.5,-0.150523035381159,-0.00010721968684417572,0.15236723025328508,0.4352711486635593,692,0.47368421052631576,57,0.4489828659562607
5,5,1.2,0.02,7,2.0,-0.12068688670133601,-0.00030289148658768335,0.22881405453414977,0.4518711469662875,1188,0.5789473684210527,57,0.44859583528647257
7,5,1.2,0.01,7,2.5,-0.1466851987593053,-0.00020317025206449273,0.23255579823944983,0.43700388473629664,1131,0.543859649122807,57,0.4481359891117035
7,3,2.0,0.01,7,2.0,-0.12442977846248617,1.5618140470343746e-05,0.06146210962645344,0.3468880534670008,205,0.3157894736842105,57,0.4460591356902395
3,5,1.5,0.03,7,1.5,-0.16237845783532126,-2.7968451527189167e-05,0.13975954680774771,0.4101441987664898,640,0.42105263157894735,57,0.44531185260946715
3,5,1.2,0.01,7,2.5,-0.06469066350752548,-0.00035566977896977516,0.23873689252784056,0.45636238208408375,1388,0.5087719298245614,57,0.4449624083105213
3,3,1.2,0.02,7,1.5,-0.03131649295687994,-0.0004747592599492769,0.23592181768117762,0.4166343918097505,1324,0.543859649122807,57,0.4445273217646196
3,3,1.2,0.03,7,2.5,-0.10650862941684833,-0.0003073334522747251,0.2234090626029751,0.41518181669556975,1253,0.543859649122807,57,0.4437040153146664
3,3,1.2,0.03,7,2.0,-0.10798217678613058,-0.0003064004129908727,0.2233888966467528,0.41576661201720716,1253,0.543859649122807,57,0.44290993433679504
5,3,1.5,0.02,5,2.5,-0.1670974527748462,-6.727565488429521e-05,0.1472298422690391,0.43565293136907923,646,0.45614035087719296,57,0.44279064991163164
5,5,1.5,0.01,5,1.5,-0.19584773102176725,-2.4596885390319335e-05,0.14185506093235442,0.4363991454925455,672,0.47368421052631576,57,0.44242376920819415
7,3,1.5,0.02,10,1.5,-0.172032848318119,-0.00010038840135972337,0.1696226547466321,0.34031243094710584,565,0.49122807017543857,57,0.4421597813259095
7,3,1.2,0.02,7,2.5,-0.12137893711787481,-0.00026320386877378175,0.21899768625059374,0.4123317845435759,1081,0.5263157894736842,57,0.4401743904619616
7,3,2.0,0.01,7,2.5,-0.13084996119656808,1.235681857418402e-05,0.061856308536260216,0.3468880534670008,205,0.3157894736842105,57,0.4401719298477351
7,3,1.5,0.03,5,1.5,-0.24519108686569377,0.00012033924809460484,0.12642578001914884,0.41168197601751033,578,0.43859649122807015,57,0.4394665616755221
7,3,1.2,0.01,7,2.0,-0.13385109400392617,-0.00023870115349866548,0.22217053914672116,0.4107636656197121,1136,0.5263157894736842,57,0.43895497879913714
7,5,1.5,0.03,7,2.5,-0.1746288372256087,4.285962839701497e-05,0.13439424733386948,0.4044461367627693,557,0.3684210526315789,57,0.43855438091341126
3,5,1.2,0.02,7,2.5,-0.07106015808907667,-0.00042440455236399067,0.23673846893408068,0.4549602535043828,1312,0.5614035087719298,57,0.43847310333787926
7,5,1.2,0.02,7,1.5,-0.12808993972927074,-0.00029697209916666295,0.2278481441920236,0.4335038754838115,1078,0.5614035087719298,57,0.43799698487935673
7,3,1.5,0.03,5,2.0,-0.21621576360548,7.15646675181188e-05,0.13064609579858444,0.41741746859510814,578,0.42105263157894735,57,0.4379822635156102
5,5,1.5,0.01,10,1.5,-0.08024517248686823,-0.0003228107461564125,0.19098319284401308,0.3851494041190714,625,0.49122807017543857,57,0.4371863738844897
3,3,2.0,0.02,7,2.0,-0.13308976536473827,-5.7488919843785006e-05,0.0696972300336881,0.35497771921920523,228,0.3684210526315789,57,0.43640635723446475
7,3,1.2,0.02,7,2.0,-0.12898390704260904,-0.0002588771410394666,0.21814228537492802,0.4123317845435759,1081,0.5263157894736842,57,0.43591423233004184
3,5,1.5,0.02,7,2.5,-0.09335270379243456,-0.0002569886195245412,0.16507338032766933,0.4140156971405952,662,0.45614035087719296,57,0.43514613969000004
3,5,1.2,0.01,7,2.0,-0.06094992468305679,-0.0003549770420039475,0.23726009994446703,0.4569106276981188,1388,0.47368421052631576,57,0.433957455569465
3,3,2.0,0.02,7,2.5,-0.13549400363641553,-6.041640246876451e-05,0.07009145393411204,0.35497771921920523,228,0.3684210526315789,57,0.4336364173183176
3,3,2.0,0.01,5,1.5,-0.17530853633407617,3.906499937867648e-06,0.05630425147401919,0.3538148011832222,239,0.38596491228070173,57,0.43215708746310366
3,5,1.5,0.02,7,2.0,-0.09573852583783019,-0.00026201870030674514,0.1659907617005248,0.4140156971405952,662,0.45614035087719296,57,0.43169335430384004
3,3,1.2,0.01,10,1.5,-0.04071410686212562,-0.0005364163083870768,0.26435803850182715,0.3786821711357538,1325,0.5789473684210527,57,0.4310983734248969
3,5,2.0,0.01,7,1.5,-0.17150584299259689,3.156169864890073e-05,0.0665133062357324,0.37081417607733397,234,0.3508771929824561,57,0.4301317282486061
7,5,1.5,0.03,7,2.0,-0.18407270504350104,3.672554749284693e-05,0.1352979949745649,0.4044461367627693,557,0.3684210526315789,57,0.4294515986160653
3,3,1.2,0.02,7,2.0,-0.057329891824005226,-0.0004623801210725049,0.24134565595066618,0.4199737665068674,1323,0.543859649122807,57,0.42915306367125533
7,3,1.2,0.01,7,1.5,-0.17156109276781856,-0.00020497249708044347,0.2143573316694513,0.4074977879259168,1137,0.543859649122807,57,0.4289147788439744
7,3,1.2,0.02,7,1.5,-0.15774148947764494,-0.000218277752068154,0.2091158332454202,0.4087992565039597,1082,0.5263157894736842,57,0.4278353984035643
7,3,1.5,0.01,10,1.5,-0.17286343628724263,-0.00016397542670033776,0.17146137921672855,0.33754015795729986,586,0.5087719298245614,57,0.427487811643179
3,3,1.2,0.02,7,2.5,-0.05714278944494711,-0.0004678558593952266,0.24181980588904986,0.4194078355504441,1323,0.543859649122807,57,0.4274789205659179
3,5,1.5,0.01,5,2.5,-0.15732289824495,-0.00013890733911263342,0.15426825388293586,0.4418402111649945,719,0.45614035087719296,57,0.4263756385325167
