n_break,n_exit,vol_mult,oi_threshold,max_hold,stop_atr_mult,avg_sharpe,avg_return,avg_drawdown,avg_win_rate,total_trades,positive_ratio,tested_symbols,score
5,3,1.2,0.02,5,2.0,0.018042107342273662,4.589579273469755e-05,0.1892683400518432,0.44068637026737834,1253,0.6140350877192983,57,0.682054864453115
7,5,1.2,0.01,10,2.0,0.09796382802196997,-9.439364306967098e-05,0.24175405758510796,0.41632794505263004,1058,0.5789473684210527,57,0.6813748587275383
5,3,1.2,0.02,5,2.5,0.017134530739337597,4.0952417497087856e-05,0.19010957201075132,0.44068637026737834,1253,0.6140350877192983,57,0.6797375395047179
3,5,1.5,0.03,10,2.0,0.07789794292189132,-6.30845136988978e-05,0.1751583973468107,0.42014745673821763,615,0.5789473684210527,57,0.6767252756696496
7,5,1.2,0.03,10,1.5,0.04530539413774996,-6.398356904535256e-05,0.2362668044296733,0.4029579701862989,967,0.631578947368421,57,0.6730786351422428
7,3,1.2,0.03,10,2.0,0.0014358562923022134,6.970642182311837e-05,0.20656498049555483,0.38233806853612357,977,0.5964912280701754,57,0.6704934922032966
5,5,1.2,0.01,5,2.5,0.0010387157173373854,8.90586443940624e-05,0.196207616578781,0.4533793062283696,1317,0.5789473684210527,57,0.6695904001516515
5,5,1.2,0.01,5,2.0,0.007389550642962054,6.910087815628776e-05,0.19558386013534176,0.4533793062283696,1317,0.5789473684210527,57,0.6677327327147856
5,3,1.2,0.02,10,2.0,0.07461548165137075,-0.00011169187307200888,0.22923434526740796,0.39620349040963787,1128,0.5964912280701754,57,0.6651807035070753
7,5,1.2,0.03,5,2.5,-0.03240536164360626,0.00019109535371508648,0.18586062875707104,0.4369851653638624,1080,0.543859649122807,57,0.6643232203838658
5,3,1.2,0.02,10,2.5,0.07235981560545868,-0.00011237018335313499,0.22968081542602378,0.3964051439688232,1127,0.5964912280701754,57,0.6632671930086483
7,5,1.2,0.02,5,1.5,0.018089739774878152,7.070113734976538e-06,0.20411877563208744,0.4350757417305659,1136,0.5964912280701754,57,0.6622092486138367
5,5,1.2,0.02,10,1.5,0.10856892054156264,-0.00022075865491517002,0.25958785582507415,0.4173552118914813,1114,0.6140350877192983,57,0.661482482977832
7,5,1.2,0.03,5,2.0,-0.022529213721236684,0.00017187595965970296,0.18566130957183033,0.4369851653638624,1080,0.5263157894736842,57,0.6583319788787654
5,5,1.2,0.02,5,2.0,0.008855321578838398,3.412069823952936e-05,0.19302120337069636,0.4534875539151189,1252,0.5789473684210527,57,0.6572404846882829
5,5,1.2,0.02,5,2.5,0.0010772470374051234,4.953590697756193e-05,0.1941970976960562,0.4534875539151189,1252,0.5789473684210527,57,0.6565245647842705
7,3,1.2,0.03,10,1.5,-0.016384138987241517,6.622176000673784e-05,0.21051408262817498,0.3716083412198447,981,0.5964912280701754,57,0.6559974750630658
3,3,1.2,0.01,5,2.5,-0.0021228625082616833,3.0487047470380997e-05,0.20764542805134967,0.43778215786339847,1475,0.5964912280701754,57,0.6548349771181079
5,3,1.2,0.03,10,1.5,0.026012086895122747,-5.512359019153458e-05,0.21775412115541753,0.3816262347876127,1078,0.6140350877192983,57,0.65455206396436
5,3,1.2,0.01,10,2.0,0.07142506918713962,-0.00013925558566867162,0.23503615201405323,0.39179889821358016,1186,0.5964912280701754,57,0.6536596887910672
3,3,1.2,0.01,5,2.0,-0.00475515415144594,3.087682286754232e-05,0.20729071989340786,0.43778215786339847,1475,0.5964912280701754,57,0.6529933728890307
7,5,1.2,0.01,5,1.5,-0.009921303665809124,4.0734431792309705e-05,0.20619112054817854,0.4346758904307899,1194,0.5964912280701754,57,0.652391604284731
3,3,1.2,0.02,5,2.5,0.016775904639774977,-1.9788632245117586e-05,0.20720778896987788,0.43790267594316035,1396,0.5964912280701754,57,0.6523267599527329
3,3,1.2,0.02,5,2.0,0.014262944626894026,-1.4850225597958763e-05,0.20639102133397938,0.43790267594316035,1396,0.5964912280701754,57,0.6520815505715667
5,5,1.2,0.01,10,1.5,0.12419775947835389,-0.0002850620104087552,0.2653266129518663,0.41116506576415807,1171,0.6140350877192983,57,0.6518784822505066
3,5,1.5,0.02,10,2.5,0.09659138621549616,-0.0001803762540288528,0.19280744913641562,0.41730843845802296,636,0.5789473684210527,57,0.6518595590384678
3,3,1.5,0.03,10,2.0,-0.009074302682804701,7.353501418516856e-05,0.1607414004102864,0.3779400710515261,626,0.5614035087719298,57,0.6498581464170553
3,5,1.2,0.03,10,2.5,0.05156002217824926,-0.0001273791191718699,0.23687558283731736,0.42655384076709524,1157,0.6140350877192983,57,0.6497395784955964
5,3,1.2,0.01,10,2.5,0.06956414558963127,-0.0001399353713707882,0.23548261605299084,0.39200640623093547,1185,0.5789473684210527,57,0.6450236814625998
5,5,2.0,0.03,7,2.0,0.03173611866203707,0.0001112481869715671,0.054761586805722864,0.4186894002683476,206,0.43859649122807015,57,0.6437844325853318
7,3,1.2,0.02,10,2.5,0.04190227486451588,-7.888734650460086e-05,0.2247035229911665,0.3859094574475856,1020,0.5614035087719298,57,0.6375226884041958
5,5,1.5,0.03,10,2.5,-0.004963548651265394,2.1771778856575912e-05,0.16425395878110124,0.4081433579990976,581,0.5614035087719298,57,0.6357855789245378
7,3,1.2,0.02,5,2.0,-0.018686461106277672,5.2150700825521e-05,0.1958118082088297,0.4285059106577509,1136,0.5614035087719298,57,0.6355766575322741
3,5,1.5,0.02,10,2.0,0.1014741957103249,-0.0002453928796008661,0.19567693397867114,0.4184780291012978,636,0.5789473684210527,57,0.6339738977171365
3,5,1.2,0.01,5,2.0,0.01803913798458944,-1.5645806179575682e-05,0.20933145955513688,0.45146624840862715,1471,0.543859649122807,57,0.6335924883459092
5,5,2.0,0.03,7,2.5,0.017830380557084417,0.00010914420275282127,0.05566749331613087,0.4186894002683476,206,0.43859649122807015,57,0.6326763888393502
7,3,1.2,0.02,5,2.5,-0.020586141524668065,4.720616774222402e-05,0.19667296199056536,0.4285059106577509,1136,0.5614035087719298,57,0.6325161804549575
3,3,1.5,0.02,10,2.0,0.023749351625378848,-9.534516422778768e-05,0.17970858553095115,0.37562677539661404,648,0.5964912280701754,57,0.6325142332217563
5,5,2.0,0.03,5,2.0,-0.004460512257611947,0.00011588497621311279,0.046999834025611587,0.41338510417457786,210,0.47368421052631576,57,0.6322560805414132
3,5,1.2,0.03,10,2.0,0.05412971673512732,-0.00019730844598015167,0.2424621389491241,0.42662441951281016,1158,0.6140350877192983,57,0.6284944563817185
7,3,1.2,0.02,10,2.0,0.03710367661340082,-8.198515610267227e-05,0.22425865789195262,0.3856320841725007,1021,0.543859649122807,57,0.6258861618777078
3,3,1.5,0.03,10,2.5,-0.025244135643987132,5.728603389636014e-05,0.16166064304333186,0.3779400710515261,626,0.543859649122807,57,0.6253509522077282
5,5,2.0,0.03,5,2.5,-0.01578335008435478,0.00011987348633218761,0.04721714974685979,0.41338510417457786,210,0.47368421052631576,57,0.6251003698764477
7,5,1.2,0.02,10,1.5,0.07436100335334919,-0.000189960772228073,0.25168975972431323,0.40521435751481943,1011,0.5614035087719298,57,0.6250230221504711
7,5,2.0,0.03,7,2.0,0.018337281879665223,9.713489116667729e-05,0.054604450169840967,0.412075643654591,195,0.42105263157894735,57,0.6220594239325462
3,5,1.2,0.02,5,2.5,0.01873354669044345,-3.343056591666907e-05,0.20806712620529544,0.45139983448496923,1392,0.5263157894736842,57,0.6212023836189946
3,5,1.2,0.02,5,2.0,0.02485587825076505,-4.888472204049812e-05,0.20874822347837077,0.45139983448496923,1392,0.5263157894736842,57,0.6206657774322827
5,5,2.0,0.02,5,2.0,-0.013688459880003865,0.00012196743249399855,0.0498727704175034,0.3993012835118098,215,0.45614035087719296,57,0.6203449956468576
7,5,1.2,0.01,10,1.5,0.08268495203527937,-0.00024723013585530154,0.25807012836314314,0.39986028841118304,1061,0.5789473684210527,57,0.6192980422795052
3,5,1.2,0.01,5,2.5,0.012711803745474285,-4.591244236543385e-06,0.20978301579708802,0.45146624840862715,1471,0.5087719298245614,57,0.6192315309718442
7,3,1.2,0.02,10,1.5,0.014641578317310592,-5.301250289754437e-05,0.22538646473365487,0.37540431493109827,1025,0.543859649122807,57,0.6186684595234746
3,5,1.5,0.01,10,2.5,0.07009292966986701,-0.00024309149147784607,0.19513948804639827,0.4127849365585726,659,0.5964912280701754,57,0.6182594046229497
5,3,1.5,0.03,10,2.0,-0.05076992421701605,0.00011055318936733127,0.15062223026761268,0.3710142132074141,588,0.5263157894736842,57,0.6168712420762879
7,3,1.2,0.01,5,2.0,-0.03446900346402376,8.88683386584641e-05,0.19701763881382633,0.42738418744035045,1194,0.5087719298245614,57,0.6148732452617431
5,5,2.0,0.02,5,2.5,-0.02339124744103275,0.00012697349264956102,0.05004244543699715,0.3993012835118098,215,0.45614035087719296,57,0.6147393195113171
7,3,1.2,0.01,5,2.5,-0.03694823254255755,8.847718723130598e-05,0.1972524683827818,0.42738418744035045,1194,0.5087719298245614,57,0.6128874990825464
7,5,2.0,0.03,5,2.0,-0.01439995828672585,0.00010055108593537652,0.04688074261957313,0.4059568112199691,198,0.45614035087719296,57,0.6127166416895018
5,5,1.5,0.03,10,2.0,-0.006143385690573196,-4.608228331071329e-05,0.16757398676678315,0.40931294864237244,581,0.5614035087719298,57,0.6124208338258796
7,5,2.0,0.03,7,2.5,0.004908964454632178,9.502992569786207e-05,0.05552003301386981,0.412075643654591,195,0.42105263157894735,57,0.6113084905022628
3,5,1.5,0.01,10,2.0,0.0917119156190894,-0.00033635378382242424,0.19811376499080655,0.4139545272018474,659,0.6140350877192983,57,0.6105629703651845
3,3,1.5,0.02,10,2.5,0.007830937179786505,-0.00011159428152832813,0.18063023347853757,0.37562677539661404,648,0.5789473684210527,57,0.608195225689358
7,3,1.2,0.01,10,2.5,0.023659620608424498,-0.00010535676585202292,0.2295465388821706,0.38095808450280855,1072,0.543859649122807,57,0.6080773755114347
5,5,2.0,0.02,7,2.0,-0.003157358531505998,0.00012067295130418545,0.05858204263172707,0.40436191488823064,211,0.40350877192982454,57,0.6067479036076893
7,5,1.2,0.02,5,2.0,-0.03146856202750948,-1.1254715432633267e-05,0.20499005309913776,0.43858744290964735,1135,0.5614035087719298,57,0.6049994533080633
7,5,1.2,0.02,5,2.5,-0.04077323253367599,5.93490256762503e-06,0.2057482856667993,0.43858744290964735,1135,0.5614035087719298,57,0.6037284988981578
7,5,2.0,0.02,5,2.0,-0.02241602579100745,0.00010663354011425246,0.04975368047307525,0.39204703678387887,203,0.43859649122807015,57,0.6017128667821925
7,3,1.2,0.01,10,1.5,-0.008331456090089461,-7.691202152709976e-05,0.23213115092356462,0.3707076074173903,1076,0.5614035087719298,57,0.6005681523905915
7,5,2.0,0.03,5,2.5,-0.02494069447798689,0.00010453901379172603,0.047098115968417634,0.4059568112199691,198,0.43859649122807015,57,0.599128738280585
5,3,1.2,0.02,10,1.5,0.025848692347179996,-0.00017973936430822234,0.2330943669936018,0.3860434106797694,1132,0.5789473684210527,57,0.5991069172893849
7,5,1.2,0.01,5,2.5,-0.06684921599923661,4.6973568005831096e-05,0.20678021740719216,0.43802837985593374,1193,0.5614035087719298,57,0.5978028662869673
7,3,1.2,0.01,10,2.0,0.019259361661682708,-0.00010845250916913648,0.22910167922963548,0.3806949266080717,1073,0.5263157894736842,57,0.5967397623470581
3,3,1.5,0.01,10,2.0,0.00908143357085703,-0.0001705930749593085,0.18091043083671776,0.3705567965572322,671,0.5964912280701754,57,0.5966014968367358
7,5,1.2,0.01,5,2.0,-0.05939459007443122,2.555760723841601e-05,0.20599149342690365,0.43802837985593374,1193,0.5614035087719298,57,0.5962884559801541
5,5,2.0,0.02,7,2.5,-0.017543117167136173,0.00011942969372165094,0.05944072025150602,0.40436191488823064,211,0.40350877192982454,57,0.5955656541402758
5,5,2.0,0.03,5,1.5,-0.0389189163055198,0.00012393720536228554,0.04582542299018759,0.41338510417457786,210,0.43859649122807015,57,0.5950905335339435
3,5,1.2,0.02,10,2.5,0.04171997834834997,-0.0002720856504095967,0.2559889771463635,0.4285217926971662,1218,0.6140350877192983,57,0.5944283289930956
3,5,1.5,0.03,10,1.5,0.019397688625786825,-0.0001209090800279393,0.1777151185811558,0.4000286415224496,618,0.5263157894736842,57,0.5927162109136425
7,5,2.0,0.02,5,2.5,-0.030992285716252933,0.00011163901800756562,0.0499234131201653,0.39204703678387887,203,0.42105263157894735,57,0.5899328628394495
5,3,1.5,0.03,10,2.5,-0.06504069565922069,9.430561664532643e-05,0.1515504878072456,0.3710142132074141,588,0.49122807017543857,57,0.5867687601745635
5,3,1.2,0.01,10,1.5,0.01765469747567647,-0.000202962734524317,0.23994923232583207,0.38194219797487655,1189,0.5789473684210527,57,0.5852778626502446
7,5,2.0,0.02,7,2.0,-0.0162297174065254,0.00010655967821274697,0.05842316991799347,0.39785258601048074,200,0.38596491228070173,57,0.5852673300345916
5,5,2.0,0.02,5,1.5,-0.046713393574521936,0.00013001801277447546,0.04894327830362589,0.3993012835118098,215,0.42105263157894735,57,0.5842521132474661
5,3,1.5,0.02,10,2.0,-0.024293113583846514,-5.5941389376334376e-05,0.17084438313902303,0.3694145787517425,608,0.5263157894736842,57,0.5815308822536702
5,5,1.5,0.02,10,2.5,0.012759381541148035,-0.00016276898010498836,0.18774949771432656,0.4073381289430945,601,0.543859649122807,57,0.5808947532007385
3,5,1.2,0.01,10,2.5,0.028667534252322352,-0.00029351988227224854,0.25540838662539267,0.42567629808941493,1290,0.6140350877192983,57,0.5775546272344455
7,5,2.0,0.03,5,1.5,-0.04820712622347212,0.00010860319110085108,0.045706324119026566,0.4059568112199691,198,0.42105263157894735,57,0.5760386212042043
7,5,2.0,0.02,7,2.5,-0.02992376693131931,0.0001053154393804499,0.059291523871393276,0.39785258601048074,200,0.38596491228070173,57,0.5746026243943914
3,5,1.5,0.02,10,1.5,0.04437816566602349,-0.0002560025893787898,0.1939211421858266,0.39945115313536367,639,0.543859649122807,57,0.5736769295479677
5,5,2.0,0.03,7,1.5,-0.038385294414836936,0.00012116759407397067,0.05288085886924488,0.41576542366016045,206,0.38596491228070173,57,0.5735197858261549
3,5,1.2,0.02,10,2.0,0.04460785776065059,-0.00034368872388930704,0.261755094487359,0.4285722060869626,1219,0.6140350877192983,57,0.5728668794338725
7,3,1.5,0.03,10,2.0,-0.09974601366497264,0.00010865327998522158,0.14519077295015487,0.35699980116022156,546,0.5087719298245614,57,0.5725567899399112
3,3,1.5,0.01,10,2.5,-0.006808425289973054,-0.00018684489288917555,0.18183208146771362,0.3705567965572322,671,0.5789473684210527,57,0.5723029735328935
5,3,2.0,0.03,7,1.5,-0.021514116176127304,3.674511681531168e-05,0.05541529315394133,0.38197260828839774,206,0.42105263157894735,57,0.5722151153579754
5,3,2.0,0.03,5,2.0,-0.04115972632344546,5.9055310006388144e-05,0.04687525412852471,0.3880718209665578,210,0.43859649122807015,57,0.5719161979764682
7,5,2.0,0.02,5,1.5,-0.05254061015295737,0.00011468399641107915,0.04882418089411507,0.39204703678387887,203,0.40350877192982454,57,0.5677913775054091
5,3,2.0,0.03,5,2.5,-0.048512265077457574,6.318296748610453e-05,0.04692133810812574,0.3880718209665578,210,0.43859649122807015,57,0.5677790740657841
3,5,1.2,0.01,10,2.0,0.03292779699926061,-0.0003559258368924832,0.25947060930812005,0.42574232336766427,1291,0.631578947368421,57,0.5670853894681104
3,5,2.0,0.03,7,2.0,-0.025544714113977917,2.4871373203837174e-05,0.06300830116547637,0.3998537983058107,223,0.42105263157894735,57,0.5652634747423619
3,3,1.2,0.03,10,2.5,0.029110624422381395,-0.000294211518594314,0.23495325748920678,0.3831036428920475,1186,0.5789473684210527,57,0.5636221192498976
3,5,2.0,0.03,5,2.0,-0.06486947805244704,6.525374101994646e-05,0.05197409651614393,0.39669748322999093,228,0.45614035087719296,57,0.5632363851709871
3,5,2.0,0.03,7,2.5,-0.028672233175157994,2.3104676179371394e-05,0.06395745681557292,0.3998537983058107,223,0.42105263157894735,57,0.5623366205679029
5,5,2.0,0.01,7,2.0,-0.04833564434674675,0.00010871722975970706,0.059691320514264644,0.3895293790030632,217,0.38596491228070173,57,0.5619450978232915
5,5,2.0,0.01,5,2.0,-0.06870555708721283,0.00011203364587499921,0.05113358357882081,0.38375104427736006,221,0.42105263157894735,57,0.5618284304150509
5,5,1.5,0.02,10,2.0,0.012974233600892018,-0.00022672477933996242,0.19050296621640259,0.4085077195863694,601,0.543859649122807,57,0.5598657576813407
7,3,2.0,0.03,5,2.0,-0.04224365820929112,4.5380443513559824e-05,0.04673184549785109,0.3829548619022303,198,0.42105263157894735,57,0.559556375641649
5,3,2.0,0.02,5,2.0,-0.051318757858647174,6.513777508176434e-05,0.049748189641473636,0.37398800030378976,215,0.42105263157894735,57,0.5593080318791537
3,5,2.0,0.03,5,2.5,-0.0725774058995948,6.924288181928118e-05,0.052158131807892645,0.39669748322999093,228,0.45614035087719296,57,0.5587872950925203
7,5,1.2,0.03,7,2.5,-0.09918974909615669,-4.024631259121698e-05,0.20847043084539282,0.4409990028203412,1028,0.5964912280701754,57,0.5587275241767742
5,3,1.5,0.02,10,2.5,-0.03851188310376805,-7.21889957146136e-05,0.1718091699955333,0.3694145787517425,608,0.5087719298245614,57,0.5584848658848978
5,5,2.0,0.01,5,2.5,-0.07831714514385199,0.00011703965539309631,0.051329524524499785,0.38375104427736006,221,0.42105263157894735,57,0.5562910167680742
5,3,2.0,0.02,5,2.5,-0.058671296612659296,6.926543256148072e-05,0.049794273621074664,0.37398800030378976,215,0.42105263157894735,57,0.5551709079684695
3,3,1.2,0.03,10,2.0,0.01898704292714436,-0.0002976598837051336,0.2347956225789561,0.3823171940112248,1187,0.5789473684210527,57,0.5549002807733159
7,5,2.0,0.01,5,2.0,-0.06308379644815064,9.744707457066781e-05,0.05093978030974677,0.37703982177666384,208,0.40350877192982454,57,0.5541869612311022
7,3,1.5,0.03,10,2.5,-0.10857002901998367,9.240452954534219e-05,0.14611904568432013,0.35699980116022156,546,0.49122807017543857,57,0.5535493402877519
3,3,1.5,0.03,10,1.5,-0.09927803440968015,5.9726187210766665e-06,0.1662390034709113,0.36490096590715787,626,0.543859649122807,57,0.5529220627295327
3,3,1.5,0.02,10,1.5,-0.06041173265974796,-0.0001271283039187691,0.18239474320281213,0.3633524025959255,648,0.5789473684210527,57,0.5519565519547309
5,3,1.5,0.01,10,2.0,-0.030531719320444458,-0.00013294201119925806,0.17240973136418408,0.3637541251875369,630,0.5263157894736842,57,0.5513482966740494
5,5,2.0,0.01,7,2.5,-0.06256430472724257,0.00010747390192637796,0.060549997975556914,0.3895293790030632,217,0.38596491228070173,57,0.550880441437911
7,5,1.5,0.03,10,2.5,-0.1006170778678901,6.58484699651832e-05,0.15469895516510468,0.4027918001255952,539,0.49122807017543857,57,0.5507049974330602
3,5,2.0,0.02,5,2.0,-0.0760255197656399,7.133621892486402e-05,0.05484703045320492,0.38246746373681356,233,0.43859649122807015,57,0.5498817815165306
7,5,2.0,0.01,7,2.0,-0.04994847812576954,9.607065302346468e-05,0.05938582111830756,0.38423141186299076,205,0.3684210526315789,57,0.549529990311327
7,5,2.0,0.03,7,1.5,-0.054991948340223584,0.00010705537074177156,0.05272366021743564,0.4091516670464038,195,0.3684210526315789,57,0.5493935032338142
7,3,2.0,0.02,5,2.0,-0.0502597257135727,5.1462897692435756e-05,0.04960478335135321,0.3690450874661401,203,0.40350877192982454,57,0.5485526007343396
7,3,2.0,0.03,5,2.5,-0.04990926971206306,4.950762417405275e-05,0.04677797906526655,0.3829548619022303,198,0.40350877192982454,57,0.5481671585143902
5,3,2.0,0.03,7,2.0,-0.04260800506726027,2.9431738517135097e-05,0.05670604651717431,0.38197260828839774,206,0.40350877192982454,57,0.5469819236620344
3,5,2.0,0.02,5,2.5,-0.08286769248870617,7.634290975986652e-05,0.054983426086943864,0.38246746373681356,233,0.43859649122807015,57,0.5464180001082586
5,5,1.5,0.01,10,2.5,-0.0065448864814017646,-0.00022731922691750052,0.19025313412619757,0.4022290234577962,623,0.543859649122807,57,0.5450552258824791
7,5,1.2,0.03,7,2.0,-0.11053771955012578,-5.753835700506392e-05,0.20826373470957468,0.4409990028203412,1028,0.5964912280701754,57,0.5445023186901381
5,5,2.0,0.02,7,1.5,-0.07368676339039629,0.0001305914215980482,0.05702427990840213,0.40143793828004354,211,0.3684210526315789,57,0.5431950349439603
3,5,1.5,0.03,5,2.5,-0.131412704891057,0.00015318455602424837,0.13362547655307633,0.44843314828853365,666,0.45614035087719296,57,0.5425500459829149
